playerID,inducted,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,SH,SF,GIDP,AVG,award_count
bondsbo01,N,1258,1886,302,66,332,1024,461,169,914,1757,75,16,64,107,0.267783614936817,7
bondto01,N,213,471,53,11,0,174,5,1,22,63,0,0,0,7,0.238481012658228,1
bonilbo01,N,1084,2010,408,61,287,1173,45,57,912,1204,128,5,97,169,0.27866352419243,6
boonebo01,N,679,1838,303,26,105,826,38,50,663,608,90,142,78,191,0.253692201518288,8
boonebr01,N,927,1775,366,28,252,1021,94,53,552,1295,32,55,73,168,0.265599281759689,8
bottoji01,Y,1177,2313,465,151,219,1422,58,15,664,591,0,177,0,33,0.309597108820774,4
boudrlo01,Y,861,1779,385,66,68,789,51,50,796,309,0,164,0,155,0.295073809918726,11
bowala01,N,987,2191,262,99,15,525,318,105,474,569,45,151,43,121,0.260275599904966,4
boyercl02,N,645,1396,200,33,162,654,41,28,470,931,74,37,53,136,0.241522491349481,1
boyerke01,N,1104,2143,318,68,282,1141,105,77,713,1017,97,17,63,185,0.287458081824279,14
brechha01,N,48,129,13,5,2,44,0,0,45,121,0,24,0,16,0.191679049034175,5
bresnro01,Y,682,1252,218,71,26,530,212,3,714,403,0,112,0,0,0.279401919214461,5
brettge01,Y,1583,3154,665,137,317,1596,201,97,1096,908,229,26,120,235,0.3047637452894,14
bridgto01,N,83,181,27,8,0,72,0,0,74,271,0,65,0,6,0.180458624127617,6
brocklo01,Y,1610,3023,486,141,149,900,938,307,761,1730,124,47,46,114,0.292586140147116,7
brookhu01,N,656,1608,290,31,149,824,64,56,387,1005,62,12,65,163,0.269166387679946,2
brosisc01,N,544,1001,200,8,141,531,57,30,348,699,12,31,41,84,0.257392645924402,4
brownke01,N,20,64,10,0,2,29,0,0,19,187,0,54,2,2,0.129292929292929,2
brownmo01,Y,93,235,20,11,2,74,8,0,44,199,0,49,0,0,0.205599300087489,4
buhneja01,N,797,1273,233,19,310,965,6,24,792,1406,41,12,54,123,0.253939756632755,1
bumbral01,N,778,1422,220,52,54,402,254,92,471,709,30,44,30,74,0.281416980011874,2
bunniji01,Y,82,213,21,4,7,75,0,2,34,362,0,85,6,36,0.167058823529412,2
burdele01,N,101,185,27,4,12,75,2,0,32,271,0,63,6,14,0.182987141444115,2
burgesm01,N,485,1318,230,33,126,673,13,14,477,270,80,13,39,121,0.294788637888616,1
burksel01,N,1253,2107,402,63,352,1206,181,84,793,1340,33,29,62,171,0.291344026548673,5
burleri01,N,656,1401,256,23,50,449,72,68,420,477,11,84,46,138,0.272621132516054,4
burnsge01,N,1188,2077,362,108,41,611,383,139,872,565,0,112,0,0,0.286838834415136,4
burroje01,N,720,1443,230,20,240,882,16,22,831,1135,65,4,63,148,0.260657514450867,3
bushdo01,N,1281,1804,186,74,9,436,404,75,1158,513,0,337,0,0,0.250208044382802,4
bushjo01,N,128,313,59,17,7,137,4,4,53,192,0,24,0,0,0.252623083131558,2
butlebr01,N,1359,2375,277,131,54,578,558,257,1129,907,23,147,51,62,0.290342298288509,2
cabreor01,N,985,2055,459,32,123,854,216,57,514,745,26,57,90,188,0.271753504363925,2
callijo01,N,926,1757,321,89,226,840,74,51,650,1064,73,51,43,98,0.264131088394468,1
camermi01,N,1064,1700,383,59,278,968,297,83,867,1901,19,31,60,114,0.248574352975581,3
camildo01,N,936,1482,261,86,239,950,60,0,947,961,0,24,0,80,0.27685410050439,5
caminke01,N,894,1710,348,17,239,983,88,39,727,1163,112,14,67,152,0.271946564885496,6
camniho01,N,42,92,6,1,1,32,1,0,37,204,0,53,0,0,0.13589364844904,1
campabe01,N,1181,2249,313,86,79,646,649,199,618,1142,15,199,60,106,0.258982035928144,3
camparo01,Y,627,1161,178,18,242,856,25,15,533,501,30,30,18,143,0.276099881093936,10
campbbi02,N,2,4,0,0,0,2,0,1,4,10,0,0,0,1,0.153846153846154,4
cansejo01,N,1186,1877,340,14,462,1407,200,88,906,1942,63,1,81,178,0.265977044069718,11
cardele01,N,662,1725,285,49,118,689,39,48,522,1135,122,97,48,174,0.257193976442523,2
carewro01,Y,1424,3053,445,112,92,1015,353,187,1018,1028,144,128,64,216,0.327750939345142,14
careyma01,Y,1545,2665,419,159,70,800,738,92,1040,695,0,290,0,0,0.284630994339421,5
carltst01,Y,123,346,49,6,13,140,2,2,41,413,0,94,13,33,0.201279813845259,17
carpech01,N,18,52,8,0,2,21,0,1,12,144,0,47,1,5,0.118451025056948,3
carribi02,N,194,506,67,14,6,235,37,2,206,147,0,79,0,0,0.256852791878173,3
carrocl02,N,17,27,0,0,1,7,0,0,7,65,0,30,0,3,0.129807692307692,1
cartega01,Y,1025,2092,371,31,324,1225,39,42,848,997,106,33,99,180,0.262451386275248,17
cartejo01,N,1170,2184,432,53,396,1445,231,66,527,1387,86,10,105,132,0.259320826407029,4
casanpa01,N,214,627,87,12,50,252,2,10,101,430,25,10,24,78,0.22505384063173,1
caseyse01,N,690,1531,322,12,130,735,18,8,477,577,69,0,39,156,0.302210817212791,1
cashno01,N,1046,1820,241,41,377,1103,43,30,1043,1091,112,17,55,139,0.271439224459359,2
castilu01,N,1001,1889,194,59,28,443,370,142,800,850,13,123,26,120,0.290168970814132,3
castivi02,N,902,1884,349,28,320,1105,33,43,423,1069,64,8,71,224,0.276165347405453,6
cavarph01,N,990,1977,347,99,95,920,65,0,820,598,0,89,1,103,0.292715427894581,5
cedence01,N,1084,2087,436,60,199,976,550,179,664,938,83,32,71,167,0.285499316005472,9
cepedor01,Y,1131,2351,417,27,379,1365,142,80,588,1169,154,4,74,218,0.296581304402674,7
ceyro01,N,977,1868,328,21,316,1139,24,29,1012,1235,117,26,82,185,0.260820999720748,3
chambch01,N,912,2109,392,42,185,972,40,35,632,926,99,19,56,166,0.278562937524766,3
chancfr01,Y,798,1274,200,79,20,596,403,0,556,320,0,111,0,0,0.296347987904164,2
chandsp01,N,53,110,18,2,9,45,0,1,20,154,0,33,0,9,0.200729927007299,7
chapmra01,N,671,1053,162,81,17,364,233,47,452,414,0,334,0,0,0.278203434610304,3
chaseha01,N,980,2158,322,124,57,941,363,15,276,580,0,216,0,0,0.290953215585816,9
clarkfr01,Y,1622,2678,361,220,67,1015,509,0,875,511,0,225,0,0,0.311975768872321,6
clarkja01,N,1118,1826,332,39,340,1180,77,61,1262,1441,127,9,83,174,0.266686139915291,4
clarkjo01,Y,254,432,73,26,24,232,31,0,81,382,0,4,0,0,0.218844984802432,1
clarkwi02,N,1186,2176,440,47,284,1205,67,48,937,1190,155,13,101,100,0.303359821553046,7
clemero01,Y,1416,3000,440,166,240,1305,83,46,621,1230,167,36,66,275,0.317325999576899,21
clemero02,N,5,31,6,0,0,12,0,0,13,61,0,18,1,3,0.173184357541899,22
cobbty01,Y,2247,4189,724,295,117,1944,896,178,1249,608,0,292,0,0,0.366299405386499,31
cochrmi01,Y,1041,1652,333,64,119,832,64,46,857,217,0,151,0,0,0.319597601083382,28
colavro01,N,971,1730,283,21,374,1159,19,27,951,880,58,16,60,182,0.266031062586499,1
colemvi01,N,849,1425,176,89,28,346,752,177,477,960,12,48,24,45,0.263596004439512,1
collied01,Y,1821,3315,438,187,47,1300,741,173,1499,400,0,512,0,0,0.333199316514223,29
combsea01,Y,1186,1866,309,154,58,632,96,71,670,278,0,74,0,0,0.324747650539506,1
conceda01,N,993,2326,389,48,101,950,321,109,736,1186,93,74,86,266,0.26665138140548,11
coneda01,N,28,64,9,0,0,22,0,1,16,91,0,38,1,8,0.155339805825243,3
coninje01,N,870,1982,385,36,214,1071,54,29,671,1168,46,9,103,182,0.284892913612189,1
coombja01,N,123,261,34,10,4,100,21,2,59,154,0,23,0,0,0.235135135135135,3
coopece01,N,1012,2192,415,47,241,1125,89,49,448,911,79,46,79,150,0.298271873724316,10
coopemo01,N,50,127,16,0,6,68,0,0,23,118,0,43,0,14,0.194189602446483,11
coopewa01,N,573,1341,240,40,173,812,18,1,309,357,3,44,1,160,0.285197788175245,6
coopewi01,N,111,293,34,17,6,106,12,9,47,140,0,38,0,0,0.23879380603097,5
covelst01,Y,70,168,26,10,1,81,0,1,53,304,0,72,0,0,0.158790170132325,3
cramedo01,N,1357,2705,396,109,37,842,62,73,572,345,0,180,0,99,0.295951859956236,2
crandde01,N,585,1276,179,18,179,657,26,28,424,477,95,68,42,162,0.253879824910466,7
cravaga01,N,575,1134,232,83,119,719,89,9,561,578,0,105,0,0,0.287015945330296,2
crawfsa01,Y,1391,2961,458,309,97,1519,366,30,760,512,0,241,0,0,0.309404388714734,5
crigelo01,N,337,709,86,50,11,342,58,0,309,225,0,85,0,0,0.221424109931293,1
cronijo01,Y,1233,2285,515,118,170,1424,87,71,1059,700,0,166,0,57,0.30149096186832,20
crowdal01,N,66,164,18,5,0,59,0,1,37,77,0,44,0,0,0.193624557260921,5
cruzjo01,N,1036,2251,391,94,165,1077,317,136,898,1031,142,27,82,119,0.284324870531767,3
cuccito01,N,730,1729,334,46,94,884,42,3,579,497,0,96,0,121,0.279592496765847,1
cuellmi01,N,37,76,8,4,7,33,0,0,9,304,0,43,2,5,0.114977307110439,3
cuyleki01,Y,1305,2299,394,157,128,1065,328,27,676,752,0,176,0,53,0.321044546850998,9
damonjo01,N,1668,2769,522,109,235,1139,408,103,1003,1257,38,57,71,93,0.284408381265407,1
danniha01,N,363,847,162,26,57,397,13,0,187,217,0,22,0,94,0.285089195557051,5
darkal01,N,1064,2089,358,72,126,757,59,27,430,534,20,95,31,134,0.289375259731265,4
darliro01,N,39,76,21,2,2,21,1,0,15,175,0,65,1,2,0.144486692015209,1
daubeja01,N,1117,2326,250,165,56,722,251,78,623,489,0,392,0,0,0.303140883617881,13
daultda01,N,511,891,197,25,137,588,50,10,629,726,58,12,41,35,0.245454545454545,2
davalvi01,N,510,1122,160,37,36,329,125,58,212,422,29,32,25,43,0.279312920089619,1
daviscu01,N,70,165,17,0,11,81,1,0,28,176,0,63,0,19,0.202952029520295,2
daviser01,N,938,1430,239,26,282,934,349,66,740,1398,59,3,50,112,0.268746476226273,9
davisma01,N,16,26,3,4,1,9,1,1,8,54,0,24,0,0,0.155688622754491,5
davisto02,N,811,2121,272,35,153,1052,136,59,381,754,66,35,68,219,0.293645299736951,3
dawsoan01,Y,1373,2774,503,98,438,1591,314,109,589,1509,143,24,118,217,0.279439911352876,20
deandi01,Y,76,161,23,4,8,76,5,0,9,104,0,39,0,12,0.224546722454672,14
decindo01,N,778,1505,312,29,237,879,58,48,618,904,57,22,64,176,0.259080736787743,2
delgaca01,N,1241,2038,483,18,473,1512,14,8,1109,1745,186,0,93,152,0.279829740491556,8
dempsri01,N,525,1093,223,12,96,471,20,19,592,736,13,63,42,131,0.232949701619778,2
dennyjo01,N,44,97,9,2,0,29,9,5,19,164,0,63,3,4,0.170175438596491,3
dentbu01,N,451,1114,169,23,40,423,17,29,328,349,9,121,49,79,0.246897163120567,2
derripa01,N,70,220,30,3,2,102,0,0,16,219,0,77,0,27,0.174603174603175,9
dickebi01,Y,930,1969,343,72,202,1209,37,29,678,289,0,51,0,49,0.312539682539683,20
dimagdo01,N,1046,1680,308,57,87,618,100,62,750,571,0,57,0,107,0.297872340425532,2
dimagjo01,Y,1390,2214,389,131,361,1537,30,9,790,369,0,14,0,130,0.324585837853687,36
dobyla01,Y,960,1515,243,52,253,970,47,36,871,1011,19,20,25,97,0.283283470456245,1
doerrbo01,Y,1094,2042,381,89,223,1247,54,64,809,608,0,115,0,182,0.287889468490061,8
donlimi01,N,669,1282,176,97,51,543,213,0,312,311,0,96,0,0,0.332641411520498,3
donovbi01,N,142,251,30,11,7,95,36,0,77,321,0,55,0,0,0.192780337941628,1
dooinre01,N,333,961,139,31,10,344,133,2,155,328,0,92,0,0,0.24000999000999,2
doylela01,N,960,1887,299,123,74,793,298,27,625,378,0,195,0,0,0.289906283607313,3
drabedo01,N,42,119,17,3,2,46,0,1,17,207,0,66,2,5,0.166201117318436,3
drewjd01,N,944,1437,273,48,242,795,87,37,862,1137,52,19,44,84,0.277788517301372,2
dropowa01,N,478,1113,168,22,152,704,5,6,328,582,12,22,23,166,0.26988360814743,3
drysddo01,Y,96,218,26,7,29,113,0,2,60,370,0,69,6,34,0.186484174508127,4
duffyhu01,Y,1554,2293,325,119,106,1302,574,0,664,268,0,104,0,0,0.325525269733106,1
duganjo01,N,665,1516,277,46,42,571,37,28,250,419,0,177,0,0,0.280221811460259,5
dunstsh01,N,736,1597,292,62,150,668,212,82,203,1000,44,56,49,98,0.269444913109499,1
dyeje01,N,984,1779,363,25,325,1072,46,26,597,1308,40,2,65,184,0.274240789270849,5
dykesji01,N,1108,2256,453,90,108,1071,70,55,958,850,0,228,0,0,0.280387770320656,1
dykstle01,N,802,1298,281,43,81,404,285,72,640,503,50,25,27,39,0.284711559552533,2
earnsge01,N,61,162,29,4,3,70,1,0,20,125,0,44,0,5,0.230113636363636,6
eckerde01,Y,9,24,3,0,3,12,0,0,9,84,0,5,1,1,0.132596685082873,9
eckstda01,N,701,1414,232,20,35,392,123,45,376,418,3,106,39,88,0.280499900813331,2
edmonji01,N,1251,1949,437,25,393,1199,67,50,998,1729,91,10,65,122,0.284193642461359,11
edwarjo01,N,430,1106,202,32,81,524,15,23,465,635,118,31,43,77,0.241642997596679,3
ehmkeho01,N,71,210,38,6,0,73,5,1,26,111,0,53,0,0,0.20812685827552,1
elliobo01,N,1064,2061,382,94,170,1195,60,2,967,604,0,66,0,187,0.288615039910377,8
ennisde01,N,985,2063,358,69,288,1284,45,19,597,719,23,20,38,212,0.284394816652881,1
erstada01,N,913,1697,316,33,124,699,179,58,475,939,46,36,43,87,0.281706507304117,5
evansda01,N,1344,2223,329,36,414,1354,98,68,1605,1410,141,34,90,133,0.247743229689067,1
evansdw01,N,1470,2446,483,73,385,1384,78,59,1391,1697,60,52,77,227,0.271898621609604,13
eversjo01,Y,919,1659,216,70,12,538,324,8,778,293,0,256,0,0,0.270327521590354,7
faberre01,Y,98,170,21,2,3,70,7,0,169,479,0,104,0,0,0.133963750985028,2
facero01,N,9,31,3,0,0,7,0,0,2,47,0,18,0,3,0.15979381443299,1
falkecy01,N,49,117,11,4,1,47,7,0,39,254,0,43,0,0,0.151750972762646,1
fellebo01,Y,99,193,28,13,8,99,1,2,100,505,0,100,0,15,0.150546021840874,18
fernato01,N,1057,2276,414,92,94,844,246,138,690,784,48,67,61,161,0.28770066995323,5
ferrewe01,N,175,329,57,12,38,208,2,0,129,185,0,40,0,0,0.279761904761905,10
fieldce01,N,744,1313,200,7,319,1008,2,6,693,1316,76,0,46,169,0.254605390731045,6
fingero01,Y,10,31,3,0,2,9,0,0,3,45,0,18,0,2,0.172222222222222,11
finlech01,N,3,3,1,0,0,1,0,0,0,26,0,6,0,1,0.0566037735849057,2
finlest01,N,1443,2548,449,124,304,1167,320,118,844,1299,69,91,75,152,0.271150367138448,5
fisheed02,N,11,30,5,1,0,8,0,0,10,97,0,19,0,6,0.121951219512195,1
fiskca01,Y,1276,2356,421,47,376,1330,128,58,849,1386,105,26,79,204,0.269072635906807,10
fitzsfr01,N,112,231,35,7,14,103,0,0,36,177,0,58,0,15,0.2,1
flanami01,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3
floodcu01,N,851,1861,271,44,85,636,88,73,444,609,22,72,33,117,0.292748151643857,8
fonsele01,N,518,1075,203,50,31,485,64,36,186,199,0,111,0,0,0.315804935370153,1
fordwh01,Y,91,177,19,0,3,69,3,2,113,224,0,65,4,10,0.173020527859238,10
forscbo01,N,77,190,45,8,12,84,3,1,27,249,0,115,5,14,0.212765957446809,2
fostege01,N,986,1925,307,47,348,1239,51,31,666,1419,106,3,68,196,0.274099387726043,9
foxne01,Y,1279,2663,355,112,35,790,76,80,719,216,24,208,48,175,0.288453206239168,9
foxxji01,Y,1751,2646,458,125,534,1922,87,72,1452,1311,0,71,0,69,0.325301204819277,22
francjo01,N,2,3,0,0,0,1,0,0,0,14,0,3,0,0,0.0882352941176471,6
freehbi01,N,706,1591,241,35,200,758,24,21,626,753,67,38,48,138,0.261979252428783,9
fregoji01,N,844,1726,264,78,151,706,76,40,715,1097,48,79,53,125,0.264602176912464,3
friscfr01,Y,1532,2880,466,138,105,1244,419,74,728,272,0,229,0,55,0.316066725197542,15
frymatr01,N,895,1776,345,40,223,1022,72,38,602,1369,19,15,78,154,0.27403178521833,5
furilca01,N,895,1910,324,56,192,1058,48,26,514,436,28,59,24,207,0.299466917529006,3
gaettga01,N,1130,2280,443,39,360,1341,96,65,634,1602,57,32,104,236,0.254720143000782,6
gagneer01,N,5,12,2,1,1,3,0,1,1,25,0,12,0,2,0.13953488372093,6
galaran01,N,1195,2333,444,32,399,1425,128,81,583,2003,106,1,58,179,0.288166996047431,4
gantro01,N,1080,1651,302,50,321,1008,243,102,770,1411,38,12,57,98,0.256008683516824,2
garcino01,N,927,1747,370,52,229,936,95,31,403,554,54,5,63,129,0.312746151092016,5
garvest01,N,1143,2599,440,43,272,1308,83,62,479,1003,113,33,90,251,0.29417091114884,15
gehrich01,N,1774,2839,574,146,184,1427,181,89,1186,372,0,141,0,27,0.320428893905192,24
gehrilo01,Y,1888,2721,534,163,493,1995,102,101,1508,790,0,106,0,2,0.340082489688789,25
geronce01,N,460,977,161,50,51,392,82,40,354,746,83,39,25,68,0.258465608465608,4
gibsobo01,Y,132,274,44,5,24,144,13,10,63,415,0,72,18,13,0.206325301204819,19
gibsoki01,N,985,1553,260,54,255,870,284,78,718,1285,72,23,56,72,0.26785098309762,3
giustda01,N,29,77,10,2,4,46,0,0,23,99,0,27,0,5,0.186893203883495,1
glaustr01,N,889,1375,293,10,320,950,56,29,854,1377,40,0,45,138,0.254158964879852,5
glavito02,Y,93,246,25,2,1,90,1,0,101,329,0,216,3,14,0.1859410430839,14
gomezle01,Y,59,133,11,0,0,58,1,1,50,252,0,68,0,5,0.14712389380531,11
gonzaju03,N,1061,1936,388,25,434,1404,26,19,457,1273,74,2,78,184,0.295302013422819,12
gonzalu01,N,1412,2591,596,68,354,1439,128,87,1155,1218,150,10,98,212,0.282952932183029,3
goodedw01,N,60,145,15,5,8,67,1,1,14,135,0,85,6,13,0.195681511470985,6
gordojo01,Y,914,1530,264,52,253,975,89,60,759,702,0,41,0,159,0.26809181706676,21
gordoto01,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
gosligo01,Y,1483,2735,500,173,248,1609,175,89,949,585,0,162,0,0,0.315965804066543,4
gossari01,Y,1,9,1,0,0,2,0,0,4,37,0,4,0,2,0.105882352941176,3
gowdyha01,N,270,738,124,27,21,322,59,7,311,247,0,67,0,0,0.269835466179159,1
gracema01,N,1179,2445,511,45,173,1146,70,48,1075,642,114,17,99,192,0.303161810291383,4
grantmu01,N,80,135,25,2,6,65,2,1,37,214,0,48,7,14,0.177865612648221,2
greenha01,Y,1051,1628,379,71,331,1276,58,26,852,844,0,35,0,66,0.313498940881956,12
greenmi01,N,657,1400,275,38,130,726,80,43,460,364,79,3,41,136,0.302833657797967,2
greensh01,N,1129,2003,445,35,328,1070,162,52,744,1315,80,3,53,175,0.282829709121717,3
grichbo01,N,1033,1833,320,47,224,864,104,83,1087,1278,50,107,50,157,0.266037735849057,8
griffke01,N,1129,2143,364,77,152,859,200,83,719,898,51,31,55,106,0.296444874809794,2
griffke02,Y,1662,2781,524,38,630,1836,184,69,1312,1779,246,8,102,199,0.283746556473829,29
grimebu01,Y,157,380,62,11,2,168,15,4,69,241,0,76,0,1,0.247557003257329,11
grimmch01,N,908,2299,394,108,79,1078,57,44,578,410,0,219,0,30,0.290387773146394,2
grissma02,N,1187,2251,386,56,227,967,429,116,553,1240,44,38,62,171,0.27202416918429,5
groatdi01,N,829,2138,352,67,39,707,14,27,490,512,39,122,52,220,0.285676109032603,5
grohhe01,N,918,1774,308,87,26,566,180,66,696,345,0,182,0,0,0.292064537372407,8
gromest01,N,58,124,9,2,0,40,2,0,71,146,0,40,0,13,0.196825396825397,1
grovele01,N,119,202,27,5,15,121,1,1,105,593,0,103,0,1,0.147552958363769,26
grudzma01,N,946,2040,391,36,90,640,133,52,364,954,24,40,42,174,0.289279636982416,1
guerrpe01,N,730,1618,267,29,215,898,97,47,609,862,115,9,73,122,0.300074183976261,4
guerrvl01,Y,1328,2590,477,46,449,1496,181,94,737,985,250,0,64,277,0.317596566523605,15
guidrro01,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,13
guilloz01,N,773,1764,275,69,28,619,169,108,239,511,25,141,60,114,0.263834878851331,2
gwynnto01,Y,1383,3141,543,85,135,1138,319,125,790,434,203,45,85,259,0.338178294573643,21
hackst01,N,1239,2193,363,81,57,642,165,0,1092,466,0,115,0,78,0.301319043693322,6
haddiha01,N,95,169,37,9,4,64,4,0,46,162,0,20,5,15,0.211779448621554,3
hafeych01,Y,777,1466,341,67,164,833,70,7,372,477,0,83,0,28,0.316972972972973,4
haineje01,Y,76,209,23,2,3,79,2,0,30,246,0,59,0,1,0.185943060498221,2
hallabi01,N,43,90,14,1,2,32,1,0,36,199,0,46,0,8,0.161579892280072,2
hamptmi01,N,97,178,22,5,16,79,3,4,47,195,0,63,5,12,0.24551724137931,9
hardeme01,N,89,199,38,5,4,93,2,0,39,369,0,69,0,11,0.165419783873649,2
hargrmi01,N,783,1614,266,28,80,686,24,37,965,550,75,44,67,154,0.290079079798706,1
harrato01,N,1115,1954,307,40,195,918,238,94,1153,868,51,76,72,155,0.263982707376385,1
harrebu01,N,539,1120,136,45,7,267,127,60,633,653,31,94,23,53,0.236087689713322,2
hartnga01,Y,867,1912,396,64,236,1179,28,7,703,697,0,127,0,93,0.29726368159204,16
heilmha01,Y,1291,2660,542,151,183,1539,113,64,856,550,0,277,0,0,0.341594965968923,2
helmsto01,N,414,1342,223,21,34,477,33,40,231,301,60,48,42,126,0.268561136682009,4
henderi01,Y,2295,3055,510,66,297,1115,1406,335,2190,1694,61,30,67,172,0.278715445671015,9
hendrge01,N,941,1980,343,27,267,1111,59,47,567,1013,77,21,86,211,0.277738813297798,4
