playerID,inducted,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,SH,SF,GIDP,AVG,PO,A,E,DP,W,L,CG,SHO,SV,H_allowed,ER,HR_allowed,BB_allowed,StruckOut,BAOpp,ERA,WP,HitBatsmen,BK,R_allowed,SH_allowed,SF_allowed,GIDP_pitcher,award_count
nehfar01,N,90,192,29,5,8,76,7,3,86,122,0,41,0,0,0.20983606557377,144,749,22,48,184,120,182,28,13,2715,964,107,640,844,0.266666666666667,3.64166666666667,34,40,3,1164,0,0,0,1
nenro01,N,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0.0666666666666667,44,69,7,8,45,42,0,0,314,607,237,51,260,793,0.234,3.42363636363636,36,7,3,266,25,17,52,1
newcodo01,N,94,238,33,3,15,108,2,1,87,147,1,17,3,17,0.271070615034169,159,313,18,27,149,90,136,24,7,2102,852,252,490,1129,0.263333333333333,4.01833333333333,22,30,3,956,0,0,0,7
newhoha01,Y,71,201,22,2,2,81,3,3,89,150,0,72,0,24,0.201201201201201,135,611,22,40,207,150,212,33,26,2674,1016,137,1249,1796,0.231176470588235,3.37176470588235,65,19,7,1197,0,0,0,19
newsobo01,N,86,253,28,3,1,102,1,1,17,266,0,86,0,30,0.18922961854899,112,534,28,32,211,222,246,31,21,3769,1664,206,1732,2082,0.265172413793103,4.08724137931034,60,61,7,1908,0,0,0,3
niekrjo01,N,55,152,26,1,1,72,1,0,38,262,0,147,6,17,0.156217882836588,253,532,25,41,221,204,107,29,16,3466,1431,276,1262,1747,0.26236,4.0444,172,65,8,1620,106,96,200,2
niekrph01,Y,80,260,42,1,7,109,0,1,17,314,0,129,12,35,0.169160702667534,386,878,37,83,318,274,245,45,29,5044,2012,482,1809,3342,0.257038461538462,4.09846153846154,226,123,42,2337,167,87,292,7
nolanga01,N,36,73,9,4,1,32,0,0,38,211,0,56,1,8,0.137996219281664,95,189,3,11,110,70,45,14,0,1505,573,146,413,1039,0.245636363636364,3.70090909090909,26,14,10,623,40,27,24,1
nomohi01,N,22,65,14,1,4,26,0,0,13,222,0,44,1,4,0.134020618556701,115,180,13,17,123,109,16,9,0,1768,932,251,908,1918,0.260384615384615,5.71461538461539,109,38,17,993,94,50,98,1
odoulle01,N,624,1140,175,41,113,542,36,0,333,122,0,39,0,10,0.349264705882353,1594,61,62,6,1,1,0,0,0,104,42,2,49,19,0.315,4.33,2,5,0,71,0,0,0,4
palmeji01,Y,52,85,9,1,3,41,1,0,16,207,0,31,1,1,0.173824130879346,292,577,34,53,268,152,211,53,4,3349,1253,303,1311,2212,0.235368421052632,3.32210526315789,85,38,11,1395,115,75,195,15
pennohe01,Y,108,232,33,4,4,103,1,0,94,172,0,111,0,0,0.191103789126853,101,824,26,45,240,162,247,35,32,3900,1428,128,916,1227,0.278695652173913,4.05608695652174,65,36,6,1692,0,0,0,5
perraro01,N,6,16,1,1,0,3,0,0,10,92,0,13,0,1,0.0958083832335329,45,222,18,12,79,74,0,0,179,1097,364,50,468,687,0.2592,3.30133333333333,28,24,4,442,19,9,2,2
perryga01,Y,48,141,17,0,6,47,0,0,22,369,0,113,3,20,0.131040892193309,349,877,38,58,314,265,303,53,11,4938,1846,399,1379,3534,0.25396,3.396,160,108,6,2128,146,84,239,4
perryji01,N,73,177,22,3,5,59,0,1,32,179,0,51,5,19,0.199100112485939,191,506,29,33,215,174,109,32,10,3127,1258,308,998,1576,0.251578947368421,3.67263157894737,55,80,3,1407,52,41,44,2
piercbi02,N,94,203,13,4,0,69,1,2,65,232,0,83,1,24,0.184210526315789,124,487,28,32,211,169,193,38,32,2989,1201,284,1178,1999,0.231666666666667,3.335,48,30,10,1325,0,0,0,4
planked01,Y,130,331,39,7,3,122,13,1,71,230,0,76,0,0,0.205973864343497,229,1108,40,37,326,194,410,69,23,3958,1174,42,1072,2246,1.63142857142857,2.34117647058823,87,191,6,1563,0,0,0,4
podrejo01,N,61,145,19,1,2,50,1,2,32,108,0,43,11,14,0.190288713910761,80,313,18,24,148,116,77,24,11,2239,925,242,743,1435,0.273125,4.3125,66,28,8,1026,0,0,0,2
portebo01,N,34,95,15,1,6,43,1,0,20,123,0,25,5,14,0.184108527131783,80,280,15,15,87,97,92,23,8,1571,660,113,552,572,0.26375,5.2575,21,14,3,732,0,0,0,2
quiseda01,N,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.166666666666667,97,264,13,22,56,46,0,0,244,1064,320,59,162,379,0.285846153846154,3.75923076923077,4,7,5,356,49,40,130,10
radboch01,Y,308,585,64,11,9,259,26,0,158,244,0,0,0,0,0.235223160434258,443,1047,170,59,310,194,488,35,2,4328,1347,118,875,1830,,2.89272727272727,214,54,0,2273,0,0,0,1
raschvi01,N,45,112,15,1,1,50,0,0,47,145,0,63,0,17,0.184210526315789,84,259,8,20,132,66,106,26,3,1666,752,139,727,944,0.269090909090909,5.46545454545455,44,26,8,828,0,0,0,6
reardje01,N,0,5,1,0,0,2,0,0,1,38,0,7,0,0,0.087719298245614,44,75,11,4,73,77,0,0,367,1000,397,109,358,877,0.239944444444444,3.29388888888889,20,27,4,426,58,34,46,3
reuscri01,N,82,187,35,4,4,79,3,5,46,317,0,135,5,11,0.167713004484305,328,667,29,39,214,191,102,26,5,3588,1330,221,935,2015,0.269190476190476,3.49428571428571,89,88,10,1494,167,120,305,4
reynoal01,N,56,140,19,4,1,79,1,0,61,186,0,58,0,28,0.163360560093349,111,349,32,22,182,107,137,36,49,2193,915,133,1261,1423,0.234615384615385,3.07076923076923,59,57,6,1026,0,0,0,3
rhoderi01,N,58,181,38,0,9,75,0,1,17,114,0,47,5,20,0.23784494086728,173,386,6,23,151,125,69,17,1,2606,1036,198,801,1419,0.2585625,3.755,80,39,31,1143,105,66,223,3
ricesa01,Y,1514,2987,498,184,34,1078,351,143,708,275,0,213,0,0,0.322256985651095,4775,291,185,68,1,1,1,0,0,31,11,0,19,12,0.22,2.475,1,0,0,18,0,0,0,1
